Date,BOA Comdty,CTA Comdty,DMA Index,GXA Index,HGA Comdty,KCA Comdty,KMA Index,LCA Comdty,LHA Comdty,NQA Index,SBA Comdty,SIA Comdty,UXA Index,VGA Index,Z A Index
03/01/2000,17.45685,58.7842,NULL,6938.754,NULL,129.014,NULL,NULL,64.6416,3900.3965,6.49649,NULL,NULL,4919.715,NULL
04/01/2000,17.7708,58.2162,NULL,6781.74,88.4884,128.4063,137.4373,NULL,64.29834,3614.715,6.34528,543.9434,NULL,4716.712,6869.87
05/01/2000,17.9537,59.118,NULL,6677.22,89.33925,129.87975,129.8885,NULL,63.91385,3530.064,6.42195,531.042,NULL,4605.192,6714.2075
06/01/2000,18.02391,59.5595,NULL,6647.986,89.1435,128.07795,125.8257,NULL,64.6791,3365.8625,6.50592,527.1225,NULL,4586.272,6654.512
07/01/2000,18.1222,61.13415,NULL,6982.74,89.29425,126.027,124.62,NULL,65.45064,3614.715,6.68325,529.4092,NULL,4728.438,6702.345
10/01/2000,17.9895,60.7818,NULL,7111.332,88.43835,129.243,128.256,NULL,65.9126,3827.64,6.7134,529.7355,NULL,4805.144,6793.56
11/01/2000,17.889,61.6456,NULL,7088.24,88.7034,129.243,125.4253,NULL,66.38025,3643.125,6.47647,529.2831,NULL,4759.235,6700.04
12/01/2000,17.889,61.5615,NULL,7072.116,90.4706,130.0095,122.7951,NULL,65.9481,3560.607,6.4758,526.0735,NULL,4720.808,6731.82
13/01/2000,18.2865,61.9468,NULL,7141.6345,89.8688,129.83835,124.1175,NULL,65.5962,3713.6075,6.56265,529.3834,NULL,4767.996,6728.475
14/01/2000,18.2182,61.8735,NULL,7383.416,90.3703,123.2231,123.369,NULL,66.2295,3812.9045,6.49296,528.2277,NULL,4945.872,6849.487
17/01/2000,NULL,NULL,NULL,7472.175,NULL,NULL,126.9558,NULL,NULL,NULL,NULL,NULL,NULL,4992.84,6878.22
18/01/2000,18.2709,61.506,NULL,7270.747,90.852,126.126,126.378,NULL,66.1491,3855.696,6.4758,530.0295,NULL,4846.11,6672.4575
19/01/2000,18.7187,63.2893,NULL,7268.007,92.1672,127.127,123.1125,NULL,66.5829,3905.902,6.58624,533.253,NULL,4812.808,6617.208
20/01/2000,18.7561,63.126,NULL,7279.029,91.5555,122.47235,121.743,NULL,67.00335,3940.2855,6.64648,536.9364,NULL,4840.662,6529.485
21/01/2000,18.66726,61.623,NULL,7172.1825,91.3138,121.8933,122.366,NULL,67.938,3912.465,6.58658,537.7372,NULL,4758.498,6508.992
24/01/2000,18.9254,61.6616,NULL,7097.7295,89.99775,123.16275,122.122,NULL,67.21715,3740.2365,6.49296,543.102,NULL,4743.739,6560.136
25/01/2000,18.8188,63.23192,NULL,7022.517,88.7772,123.6468,117.0501,NULL,67.48575,3849.3455,6.49944,545.2125,NULL,4731.727,6419.413
26/01/2000,18.86885,62.8881,NULL,7134.8405,88.63855,125.5,114.369,NULL,67.7198,3710.2065,6.5065,541.3191,NULL,4784.31,6577.725
27/01/2000,19.50835,63.0759,NULL,7323.435,89.3445,124.37425,116.348,NULL,67.28475,3699.064,6.52652,553.1545,NULL,4879.74,6592.158
28/01/2000,19.3965,63.01295,NULL,7243.1645,88.4524,124.47435,119.9198,NULL,67.3344,3539.1,6.54654,545.6145,NULL,4816.406,6547.586
31/01/2000,19.12515,62.9256,NULL,7016.91,90.09825,121.27115,121.8354,NULL,67.6851,3669.825,6.5526,544.544,NULL,4734.45,6429.834
01/02/2000,18.96673,62.9508,NULL,7173.166,89.21685,122.244,119.476,NULL,68.204,3790.602,6.526,537.7372,NULL,4877.736,6470.78
02/02/2000,18.76746,62.9508,NULL,7325.912,87.2241,123.1125,119.5764,NULL,67.98792,3804.93,6.56616,536.3358,NULL,4972.926,6439.854
03/02/2000,18.5185,62.5749,NULL,7492.485,87.5247,123.6426,121.743,NULL,69.04508,3964.2225,6.60977,543.102,NULL,5116.384,6478.932
04/02/2000,18.44175,62.51245,NULL,7555.599,87.71235,123.6426,NULL,NULL,69.3384,3968.421,6.70004,568.9684,NULL,5184.656,6307.301
07/02/2000,18.59408,62.76225,NULL,7456.383,87.43735,123.11825,123.4233,NULL,69.62826,4015.5115,6.61636,539.484,NULL,5112.204,6264.2365
08/02/2000,18.4368,62.31,NULL,7711.8675,87.08325,120.41015,124.42215,NULL,68.82586,4155.151,6.56616,546.1902,NULL,5246.472,6453.302
09/02/2000,18.39672,62.66175,NULL,7827.945,87.48525,119.7196,124.0476,NULL,68.0358,4048.128,6.58314,556.1156,NULL,5239.876,6493.37
10/02/2000,18.5925,63.627,NULL,7817.604,89.5788,121.87175,125.6506,NULL,68.1861,4172.6685,6.56656,555.0078,NULL,5244.896,6428.331
11/02/2000,18.323,63.64035,NULL,7882.215,89.29425,121.9358,122.7226,NULL,68.71185,4069.245,6.51651,548.094,NULL,5327.936,6347.987
14/02/2000,18.2728,63.9548,NULL,7793.556,88.9776,118.60475,118.9188,NULL,66.63548,4076.24,6.432,545.916,NULL,5215.78,6195.825
15/02/2000,18.19248,63.503,NULL,7600.782,87.53745,119.4384,117.8525,NULL,65.13507,4105.279,6.3918,544.8105,NULL,5099.178,6131.238
16/02/2000,19.0258,62.94288,NULL,7666.1585,87.5875,118.7732,115.575,NULL,66.5992,4093.308,6.4256,561.8955,NULL,5165.58,6308.3685
17/02/2000,18.9378,63.0512,NULL,7786.542,88.264,118.9238,117.217,NULL,66.26821,4167.6635,6.48584,565.3524,NULL,5181.342,6377.73
18/02/2000,18.8877,63.754,NULL,7746.963,88.08825,116.46635,118.8736,NULL,66.33,4041.602,6.38638,567.3604,NULL,5173.326,6282.276
21/02/2000,NULL,NULL,NULL,7709.2015,NULL,NULL,111.0525,NULL,NULL,NULL,NULL,NULL,NULL,5122.485,6204.558
22/02/2000,19.076,64.7292,NULL,7790.8025,87.4245,115.86575,112.50975,NULL,66.50085,4028.5245,6.47938,567.2322,NULL,5136.555,6170.7
23/02/2000,18.9879,64.41435,NULL,7889.25,88.5649,116.52975,114.19155,NULL,65.22988,4253.991,6.49649,567.5235,NULL,5167.588,6293.562
24/02/2000,19.095,64.47075,NULL,7793.055,88.21385,114.36425,111.222,NULL,65.53108,4373.2575,6.6633,558.0232,NULL,5146.272,6226.808
25/02/2000,18.76875,63.503,NULL,7963.1175,86.37975,111.18255,112.448,NULL,65.81575,4266.762,6.43926,545.4888,NULL,5303.128,6374.715
28/02/2000,18.8376,63.5635,NULL,7764.1275,83.53345,114.456,111.0525,NULL,66.9001,4226.436,6.526,548.7482,NULL,5169.164,6242.055
29/02/2000,18.96435,63.54005,NULL,7840.65,84.084,113.9408,106.318,NULL,67.10394,4375.086,6.50947,549.7443,NULL,5261.502,6421.95
01/03/2000,19.04475,64.32,NULL,7879.728,84.3843,114.6429,NULL,NULL,67.15085,4399.6595,6.513,551.1506,NULL,5317.455,6517.968
02/03/2000,19.038,63.64035,NULL,8133.465,84.1185,119.119,116.348,NULL,67.8375,4306.9275,6.50235,546.3768,NULL,5496.345,6535.044
03/03/2000,19.29688,63.9984,NULL,8136.8375,84.5205,119.119,114.456,NULL,69.144,4539.0825,6.53604,553.4529,NULL,5520.018,6622.616
06/03/2000,19.4166,64.10796,NULL,8145.8645,84.5688,121.363,116.781,NULL,69.948,4579.746,6.44644,549.8446,NULL,5533.044,6728.931
07/03/2000,19.40805,64.35846,NULL,8231.621,83.7505,123.7702,116.09725,NULL,69.69675,4477.7775,6.44205,549.4892,NULL,5490.876,6626.902
08/03/2000,19.3193,64.8584,NULL,8146.8675,83.249,123.8237,116.6328,NULL,69.2646,4539.586,6.39914,550.6395,NULL,5428.628,6581.686
09/03/2000,19.3965,64.629,NULL,8124.216,84.47025,123.7932,113.0381,NULL,70.29975,4680.342,6.38544,551.0482,NULL,5424.612,6722.445
10/03/2000,19.39728,65.124,NULL,8161.516,83.2161,123.012,117.8525,NULL,71.2923,4681.001,6.4119,546.6461,NULL,5471.466,6714.708
13/03/2000,19.66785,65.07375,NULL,7854.493,83.0157,122.4223,104.2152,NULL,71.31234,4540.59,6.47647,548.3848,NULL,5285.056,6654.282
14/03/2000,20.15025,65.51545,NULL,7821.394,84.2356,119.3254,105.315,NULL,71.2923,4321.5,6.35532,551.2425,NULL,5285.81,6597.734
15/03/2000,19.94925,66.09603,NULL,7606.806,84.6874,119.6955,106.424,NULL,70.9709,4174.9875,6.33633,554.559,NULL,5134.357,6636.015
16/03/2000,19.96995,65.8815,NULL,7759.916,85.3203,122.4945,105.6055,NULL,70.4907,4418.9145,6.33264,549.4434,NULL,5223.218,6772.766
17/03/2000,20.7828,66.1134,NULL,7889.934,85.1894,121.6639,107.736,NULL,71.13276,4534.566,6.3114,549.9978,NULL,5337.966,6709.392
20/03/2000,20.15013,65.124,NULL,8032.502,84.4364,118.2181,109.0425,NULL,71.213,4421.7255,6.28628,546.6195,NULL,5366.05,6760.754
21/03/2000,20.06,64.8795,NULL,8033.025,85.5408,119.796,110.4204,NULL,70.86195,4587.722,6.3189,555.2625,NULL,5407.544,6872.556
22/03/2000,20.2202,64.5645,NULL,8022.5145,85.5408,120.9915,113.1258,NULL,70.42035,4690.028,6.35532,555.966,NULL,5381.095,6803.797
23/03/2000,20.07005,64.44275,NULL,7973.966,85.6914,118.1708,111.193,NULL,70.01995,4793.2885,6.43284,549.7492,NULL,5373.368,6845.475
24/03/2000,20.21034,64.6935,NULL,8130.228,85.1894,119.394,115.6608,NULL,70.80208,4884.3,6.4064,553.2042,NULL,5498.446,6991.956
27/03/2000,20.55225,64.256,NULL,8138.342,84.33425,119.1564,114.6145,NULL,72.20768,4834.83,6.43643,552.147,NULL,5508.948,6901.496
28/03/2000,20.4819,64.1641,NULL,8146.138,84.6372,119.9895,114.8435,NULL,72.49242,4735.2305,6.45572,548.8956,NULL,5530.038,6954.6
29/03/2000,20.85375,62.93072,NULL,8125.8045,84.8538,119.4885,117.1504,NULL,72.5448,4550.1095,6.44568,538.4104,NULL,5530.542,6833.64
30/03/2000,20.71195,62.9256,NULL,7891.44,84.6189,118.9238,115.49545,NULL,73.91775,4408.6865,6.4256,539.9865,NULL,5340.975,6661.54
31/03/2000,20.8917,63.4899,NULL,7774.767,84.13405,118.8372,112.0575,NULL,73.22315,4546.1175,6.66656,545.1305,NULL,5336.652,6729.933
03/04/2000,21.24122,63.6636,NULL,7670.16,84.085,117.4173,109.938,NULL,73.34327,4212.6,6.9069,546.7784,NULL,5229.224,6714.2075
04/04/2000,21.24354,63.1516,NULL,7782.2175,83.0157,115.6459,108.324,NULL,72.66735,4074.132,6.9069,555.555,NULL,5294.092,6681.118
05/04/2000,21.2925,62.7627,NULL,7536.024,83.249,117.234,NULL,NULL,72.60928,4140.6,6.92445,554.5092,NULL,5159.67,6564.0575
06/04/2000,20.7326,62.73765,NULL,7671.564,80.79165,116.715,105.525,NULL,72.8826,4226.025,6.8272,554.8104,NULL,5302.124,6701.376
07/04/2000,20.40038,63.252,NULL,7712.2045,81.0117,115.52475,109.436,NULL,74.222,4404.4,6.68325,554.2537,NULL,5370.062,6797.82
10/04/2000,20.6412,63.1516,NULL,7761.615,81.89495,113.1508,114.456,NULL,74.6976,4096.677,6.59659,559.7172,NULL,5401.155,6773.52
11/04/2000,20.7326,62.124,NULL,7637.63,82.1821,113.0504,110.1388,NULL,73.59011,4031.06,6.68664,557.0565,NULL,5257.726,6610.604
12/04/2000,20.91255,62.43675,NULL,7632.83,82.2276,111.2432,110.05995,NULL,75.29521,3758.502,6.75675,557.7132,NULL,5280.27,6591.795
13/04/2000,21.1211,62.8628,NULL,7665.6375,81.23115,112.88765,NULL,NULL,75.12505,3645.905,6.94768,559.3588,NULL,5278.273,6621.38
14/04/2000,21.35625,62.625,NULL,7413.3825,79.92985,111.4545,104.312,NULL,75.39551,3280.57,7.03703,558.3578,NULL,5085.15,6321.315
17/04/2000,20.9919,62.625,NULL,7379.4,79.0077,111.16105,94.068,NULL,74.6474,3645.6375,7.2288,557.4208,NULL,5108.415,6155.6495
18/04/2000,21.53441,62.8254,NULL,7402.8955,80.93085,113.2387,96.288,NULL,76.02825,3815.2,7.20585,553.3528,NULL,5184.507,6295.582
19/04/2000,21.586,62.186,NULL,7415.895,81.826,114.56445,97.3913,NULL,76.2021,3679.845,7.21721,553.2042,NULL,5151.146,6377.408
20/04/2000,21.5358,62.0085,NULL,7374.367,81.3433,118.16805,98.6932,NULL,77.0068,3595.755,7.2762,541.3191,NULL,5229.836,6416.6925
21/04/2000,NULL,NULL,NULL,NULL,NULL,NULL,98.894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24/04/2000,21.3426,62.0472,NULL,NULL,81.4244,115.82625,96.5346,NULL,77.70241,3470.467,7.21157,537.3368,NULL,NULL,NULL
25/04/2000,21.4214,61.8075,NULL,7495.419,83.3833,115.5456,95.6812,NULL,77.58205,3702.39,7.20438,546.117,NULL,5279.032,6497.97
26/04/2000,21.21345,62.4105,NULL,7561.554,83.16375,114.4143,91.273,NULL,77.54747,3595.3875,7.14136,539.7143,NULL,5333.646,6412.179
27/04/2000,20.7207,62.01195,NULL,7385.241,83.4826,114.4284,90.2301,NULL,77.2041,3756.69,7.11127,540.9798,NULL,5262.741,6417.568
28/04/2000,20.61165,61.33515,NULL,7646.464,82.9304,115.374,93.372,NULL,77.03325,3870.726,7.31731,542.5995,NULL,5415.197,6537.554
01/05/2000,20.99097,62.03555,NULL,NULL,83.1831,119.9588,NULL,NULL,76.83225,3927.84,7.27452,548.529,NULL,NULL,NULL
02/05/2000,21.01285,62.93825,NULL,7760.211,85.023,118.472,96.693,NULL,76.34627,3702.073,7.0782,546.2457,NULL,5550.545,6585.698
03/05/2000,20.9209,62.50904,NULL,7561.1155,84.43435,113.452,99.9996,NULL,74.41854,3645.276,7.15852,548.73,NULL,5404.89,6389.79
04/05/2000,21.11315,61.3613,NULL,7607.3475,84.3183,115.6155,95.9775,NULL,75.22425,3649.785,7.28625,556.9659,NULL,5402.397,6350.676
05/05/2000,20.7828,62.3623,NULL,7728.45,85.1199,115.59575,NULL,NULL,75.02325,3751.748,7.25725,546.519,NULL,5457.323,6440.66
08/05/2000,20.45043,62.14208,NULL,7623.93,84.3843,116.982,101.101,NULL,74.39251,3608.703,7.15852,548.127,NULL,5390.82,6424.965
09/05/2000,20.6025,63.0759,NULL,7447.9405,84.5368,117.6175,97.097,NULL,73.67035,3516.51,7.19719,549.0422,NULL,5263.744,6285.279
10/05/2000,20.50048,63.85746,NULL,7312.305,83.8838,117.6855,96.9901,NULL,72.96564,3312.4075,7.2288,547.8936,NULL,5170.465,6312.65
11/05/2000,20.65275,64.3926,NULL,7470.912,84.2181,115.2151,NULL,NULL,72.96825,3452.6775,7.30635,547.0362,NULL,5306.14,6402.396
12/05/2000,20.3609,66.17925,NULL,7469.341,85.089,111.8565,95.7816,NULL,73.21425,3484.8375,7.37472,547.8255,NULL,5355.69,6458.892
15/05/2000,19.86985,66.3142,NULL,7398.267,84.83475,110.952,92.6692,NULL,70.92085,3613.1095,7.55755,551.2964,NULL,5286.281,6464.904
16/05/2000,19.8396,65.91585,NULL,7590.704,85.7857,111.2111,96.288,NULL,71.1127,3729.444,7.6581,559.1725,NULL,5444.868,6511.0045
17/05/2000,19.9995,66.04755,NULL,7407.4,85.2396,110.6505,92.8198,NULL,71.30408,3659.7075,7.49988,549.4892,NULL,5349.312,6398.835
18/05/2000,20.02,65.9628,NULL,7359.189,85.27425,110.942,91.091,NULL,71.20425,3524.542,7.4074,553.8555,NULL,5365.695,6431.236
19/05/2000,19.90932,65.21515,NULL,7196.525,84.73465,114.0276,96.9936,NULL,68.9877,3334.331,7.36736,549.3488,NULL,5146.141,6204.384
22/05/2000,20.0901,66.8664,NULL,7102.5955,83.9511,118.7871,88.088,NULL,69.05784,3361.894,7.50244,550.8476,NULL,5054.049,6199.875
23/05/2000,20.08,67.2178,NULL,7124.22,84.3523,119.6266,88.101,NULL,69.89848,3076.305,7.52752,551.3968,NULL,5086.264,6237.852
24/05/2000,20.07005,66.633,NULL,7053.1,84.53445,117.7522,86.4586,NULL,68.08802,3221.931,7.58268,547.6932,NULL,5028.015,6289.558
25/05/2000,19.80925,67.31725,NULL,7146.375,84.10155,115.59575,89.0664,NULL,68.15604,3181.851,7.76776,540.6792,NULL,5129.436,6376.071
26/05/2000,19.6893,67.8028,NULL,7150.99,84.168,115.4153,82.9304,NULL,68.95625,3182.179,7.81781,542.3826,NULL,5153.532,6427.608
29/05/2000,NULL,NULL,NULL,7221.0985,NULL,NULL,85.224,NULL,NULL,NULL,NULL,NULL,NULL,5192.187,NULL
30/05/2000,19.01796,65.8658,NULL,7306.083,82.5825,116.5164,89.3445,NULL,68.09128,3485.958,7.7231,543.8055,NULL,5284.29,6552.0455
31/05/2000,18.94893,67.35145,NULL,7330.9725,82.8478,110.148,94.52025,NULL,68.8058,3392.516,7.66815,542.8836,NULL,5311.602,6553.605
01/06/2000,19.20745,65.4255,NULL,7454.447,82.3823,111.68405,95.12325,NULL,68.9061,3585.3375,7.86786,541.9414,NULL,5427.422,6638.632
02/06/2000,19.80925,64.11405,NULL,7630.23,80.8113,112.6125,98.4422,NULL,70.3404,3828.5475,8.18448,540.9552,NULL,5553.124,6824.412
05/06/2000,19.5195,64.192,NULL,7615.34,81.575,111.6339,100.8513,NULL,70.85228,3813.81,8.08418,541.7412,NULL,5501.982,6769.68
06/06/2000,19.7591,63.7908,NULL,7557.1035,81.43135,108.717,NULL,NULL,71.32125,3731.16,8.20268,546.5776,NULL,5442.075,6714.708
07/06/2000,19.4889,64.5288,NULL,7488.8995,81.073,111.4224,105.57525,NULL,70.2402,3807.8895,8.16816,548.686,NULL,5398.86,6687.27
08/06/2000,19.57856,64.67175,NULL,7473.274,81.324,111.98495,102.05195,NULL,69.62826,3793.79,8.23823,545.7452,NULL,5410.92,6662.544
09/06/2000,19.3386,64.8648,NULL,7438.134,81.6252,111.444,108.0375,NULL,71.16204,3829.256,8.69601,544.4085,NULL,5411.802,6628.827
12/06/2000,19.3887,64.03152,NULL,7435.239,81.23115,111.2934,107.2272,NULL,70.58111,3724.935,8.69325,541.9818,NULL,5419.965,6614.608
13/06/2000,19.296,64.7938,NULL,7473.274,81.7131,111.354,102.3042,NULL,69.89848,3847.83,8.8264,540.4164,NULL,5436.045,6623.721
14/06/2000,19.23754,64.68772,NULL,7547.565,82.9125,110.0475,104.4123,NULL,69.31925,3775.2825,8.85528,546.9918,NULL,5526.495,6715.085
15/06/2000,18.9189,64.192,NULL,7553.594,83.03295,107.8225,105.315,NULL,67.98792,3828.9525,8.55408,545.4888,NULL,5479.26,6664.658
16/06/2000,19.038,63.97134,NULL,7455.8005,83.7336,106.8195,102.2072,NULL,70.029,3835.155,8.23095,546.3458,NULL,5400.152,6693.668
19/06/2000,19.2192,63.4528,NULL,7479.472,83.9344,106.07775,95.1847,NULL,70.46064,3990.465,8.60574,544.2075,NULL,5445.87,6666.165
20/06/2000,19.20745,63.8544,NULL,7489.9825,82.5288,106.4742,99.5995,NULL,70.752,4088.8425,8.6832,542.082,NULL,5503.986,6719.913
21/06/2000,19.46945,63.5268,NULL,7434.99,83.4165,104.9595,99.093,NULL,70.88201,4078.5745,8.65865,538.144,NULL,5452.125,6715.404
22/06/2000,19.1955,63.74065,NULL,7328.628,82.7652,105.37425,102.705,NULL,71.52585,3939.194,8.52702,537.3368,NULL,5420.212,6644.974
23/06/2000,19.057,63.754,NULL,7255.2005,82.3095,105.35525,99.2454,NULL,73.31475,3796.578,8.51547,538.4452,NULL,5404.164,6602.2475
26/06/2000,18.62265,63.4528,NULL,7296.564,83.56575,105.6159,101.8045,NULL,71.73456,3904.054,8.61285,541.3568,NULL,5414.409,6612.699
27/06/2000,18.62571,63.2632,NULL,7305.582,83.1312,106.5186,103.914,NULL,69.9897,3836.157,8.67732,538.9384,NULL,5403.885,6584.142
28/06/2000,18.61568,63.46575,NULL,7329.4225,83.1159,105.4053,105.525,NULL,70.6716,3888.1295,8.6846,542.2604,NULL,5394.768,6527.529
29/06/2000,18.6528,63.2145,NULL,7152.585,82.164,104.6045,105.42,NULL,71.3424,3803.376,9.246,543.0425,NULL,5236.231,6460.896
30/06/2000,18.54853,61.5615,NULL,7133.126,82.96275,103.5034,104.416,NULL,70.8824,3881.878,8.5085,546.635,NULL,5327.322,6513.507
03/07/2000,18.5238,NULL,NULL,7227.1165,NULL,NULL,108.2312,NULL,70.4907,3938.19,NULL,NULL,NULL,5362.038,6648.27
04/07/2000,NULL,NULL,NULL,7208.0595,NULL,NULL,105.9168,NULL,NULL,NULL,NULL,NULL,NULL,5389.472,6654.512
05/07/2000,18.54225,61.75725,NULL,7231.63,82.5648,106.9134,107.214,NULL,69.9396,3785.582,8.73345,543.102,NULL,5332.327,6590.79
06/07/2000,18.3549,61.2222,NULL,7226.955,81.663,105.525,108.55845,NULL,71.2923,3898.895,8.88658,543.2248,NULL,5335.96,6629.4825
07/07/2000,18.26825,61.93525,NULL,7317.9075,81.89495,103.103,108.47445,NULL,71.62155,3958.1925,8.7234,540.1396,NULL,5413.408,6675.669
10/07/2000,18.5238,62.2863,NULL,7307.3,82.6292,105.7714,109.55945,NULL,70.5909,3908.445,8.69464,543.8433,NULL,5422.218,6673.4605
11/07/2000,18.44843,62.4624,NULL,7252.1915,83.16375,110.942,108.54,NULL,68.95625,3850.185,8.87415,540.078,NULL,5424.612,6693.3
12/07/2000,18.693,62.7627,NULL,7316.604,83.60005,110.55,108.942,NULL,68.0712,4007.466,9.21585,541.9209,NULL,5451.12,6697.368
13/07/2000,18.5925,63.8911,NULL,7446.272,83.39945,118.59,108.77535,NULL,67.73767,4081.7085,9.24766,543.705,NULL,5466.461,6669.95
14/07/2000,18.5555,64.119,NULL,7583.1815,83.4826,109.545,106.9068,NULL,68.272,4159.695,9.2276,545.715,NULL,5500.452,6678.225
17/07/2000,18.3549,66.4648,NULL,7696.7925,84.83475,116.8495,NULL,NULL,68.4606,4191.855,9.67932,547.2225,NULL,5520.018,6752.595
18/07/2000,18.44175,66.5328,NULL,7666.6425,84.93485,129.37925,106.35625,NULL,66.44875,4104.9225,10.0902,545.3448,NULL,5516.98,6609.1025
19/07/2000,18.3366,66.4305,NULL,7608.601,85.03495,124.248,105.36515,NULL,64.9649,3994.3725,10.0098,542.8236,NULL,5466.461,6661.296
20/07/2000,18.3732,65.4959,NULL,7743.957,85.40545,113.36325,101.1028,NULL,66.38632,4121.226,10.32031,542.0212,NULL,5474.469,6653.1465
21/07/2000,18.492,65.5962,NULL,7660.6125,87.21085,112.725,100.7012,NULL,66.16791,4004,10.45164,536.067,NULL,5411.802,6537.531
24/07/2000,18.3915,67.0839,NULL,7577.188,87.636,106.53,95.7411,NULL,67.08375,3888.261,10.26048,537.2404,NULL,5437.05,6573.12
25/07/2000,18.16815,66.17925,NULL,7595.719,87.78675,105.6055,95.2952,NULL,67.3182,3952.949,10.45086,540.0395,NULL,5382.444,6584.695
26/07/2000,18.38145,65.34528,NULL,7530.0225,86.98275,107.3778,95.54545,NULL,67.03708,3929.926,10.6318,537.14,NULL,5402.524,6576.126
27/07/2000,18.36316,64.507,NULL,7426.323,87.7625,106.56875,93.64355,NULL,68.4046,3771.768,10.82312,537.3726,NULL,5297.355,6548.0855
28/07/2000,18.3732,65.511,NULL,7367.205,87.51175,107.57175,93.1635,NULL,67.88782,3577.701,10.90089,536.8716,NULL,5215.41,6534.032
31/07/2000,18.38145,66.44875,NULL,7492.275,88.264,106.926,91.053,NULL,67.3845,3685.356,10.452,541.0182,NULL,5307.876,6528.03
01/08/2000,18.37496,65.5655,NULL,7414.3875,88.0758,106.53,93.9675,NULL,66.0977,3637.761,10.3914,542.7233,NULL,5267.514,6538.532
02/08/2000,18.3915,65.3102,NULL,7367.035,87.85,107.321,94.0748,NULL,66.68662,3571.568,10.83316,542.7624,NULL,5270.765,6553.581
03/08/2000,18.24075,65.3304,NULL,7225.7185,87.6994,107.0325,96.3795,NULL,65.86701,3742.1175,11.07106,541.494,NULL,5137.132,6497.888
04/08/2000,18.1543,65.4106,NULL,7246.7395,88.0634,106.4625,93.4796,NULL,66.58125,3704.079,10.854,535.1625,NULL,5213.406,6553.108
07/08/2000,18.08204,67.0335,NULL,7378.396,87.8878,106.713,86.4444,NULL,65.99835,3802.4175,10.5315,535.9698,NULL,5245.47,6566.106
08/08/2000,18.22065,67.11705,NULL,7376.724,87.28425,106.424,85.7211,NULL,63.98835,3789.8355,10.7214,532.532,NULL,5288.31,6566.662
09/08/2000,18.2106,68.3043,NULL,7487.832,88.352,102.659,91.7565,NULL,62.64504,3758.2545,10.62177,530.9304,NULL,5333.248,6571.565
10/08/2000,18.03802,67.01695,NULL,7529.9625,87.3613,101.906,91.2822,NULL,62.11205,3709.9575,10.42041,532.6632,NULL,5350.68,6555.084
11/08/2000,18.05604,68.139,NULL,7545.0375,86.9966,103.0125,94.31925,NULL,62.41235,3728.2245,10.68195,535.3011,NULL,5340.276,6571.116
14/08/2000,18.05604,68.272,NULL,7558.1065,87.4874,100.85075,93.9811,NULL,62.23615,3816.618,10.82385,532.851,NULL,5390.476,6586.58
15/08/2000,18.07406,67.8375,NULL,7516.509,88.18875,100.701,NULL,NULL,56.6758,3831.06,10.70264,528.4279,NULL,5358.026,6660.923
16/08/2000,18.2546,67.5675,NULL,7554.0465,87.6622,99.145,97.1835,NULL,56.69588,3832.149,10.7428,531.0156,NULL,5392.128,6719.772
17/08/2000,18.2508,68.4728,NULL,7509.461,87.8253,98.5985,95.285,NULL,57.04728,3917.82,10.54153,531.7184,NULL,5353.686,6710.385
18/08/2000,18.1101,68.78574,NULL,7444.437,87.4746,98.5985,93.465,NULL,57.2046,3901.3975,10.7428,528.3278,NULL,5326.632,6732.9975
21/08/2000,18.1101,69.46866,NULL,7415.802,86.4864,98.5968,93.3645,NULL,56.71965,3934.174,10.7321,530.8879,NULL,5332.327,6720.2135
22/08/2000,18.04602,69.069,NULL,7500.315,87.234,97.9455,95.1792,NULL,56.20615,3914.814,10.63062,530.0116,NULL,5333.646,6750.2435
23/08/2000,17.98164,68.943,NULL,7465.14,87.097,97.0366,92.092,NULL,56.23224,3975.892,10.49048,523.8456,NULL,5335.256,6736.446
24/08/2000,17.92791,68.35445,NULL,7430.423,87.636,99.9975,92.685,NULL,56.40635,4044.112,10.37036,530.058,NULL,5264.747,6729.723
25/08/2000,18.0498,69.45775,NULL,7573.1775,87.4874,99.396,94.282,NULL,56.53125,4042.11,10.8741,535.1625,NULL,5341.28,6722.418
28/08/2000,18.0861,69.39933,NULL,7592.2725,87.4986,97.34115,94.872,NULL,56.43264,4033.5645,10.854,538.9815,NULL,5371.725,NULL
29/08/2000,18.3867,69.7085,NULL,7525.984,89.1279,96.4844,94.3943,NULL,55.57552,4060.2,10.74073,538.3378,NULL,5360.356,6763.229
30/08/2000,18.3366,68.9877,NULL,7412.03,90.0588,96.53875,92.3178,NULL,55.93731,4046.076,10.80304,535.1682,NULL,5314.897,6775.524
31/08/2000,18.55704,68.03349,NULL,7483.7325,89.9475,96.635,88.38975,NULL,56.00595,4179.795,10.60224,540.3398,NULL,5307.302,6861.838
01/09/2000,18.5238,68.136,NULL,7589.738,89.9295,98.1885,88.9425,NULL,56.3563,4196.0505,10.83082,541.62,NULL,5461.902,6974.788
04/09/2000,NULL,NULL,NULL,7663.797,NULL,NULL,86.9325,NULL,NULL,NULL,NULL,NULL,NULL,5560.665,6993.795
05/09/2000,18.7875,69.3262,NULL,7617.2835,91.7656,94.84475,87.2476,NULL,57.285,4080.758,10.45086,541.9965,NULL,5477.472,6920.914
06/09/2000,18.3732,69.4455,NULL,7531.533,91.3138,96.5965,85.842,NULL,57.30725,3932.763,10.4312,539.5137,NULL,5432.844,6888.882
